,link,name,type,price,address,built_up,land_area,bedrooms,bathrooms,monthly_installment,land_title,tenure,price_per_sqft,maintenance_fee,furnishing,state
94,/property/mont-kiara/seni-mont-kiara/sale-7937076/,"Seni Mont Kiara, Mont Kiara",Condominium  , 1850000,"Jalan Changkat Duta Kiara, Mont Kiara, 50480, Kuala Lumpur ", 2347 sq. ft., -,3+1,4," 8,338 ",-,Freehold,-,-,Fully Furnished, Kuala Lumpur
95,/property/gelang-patah/sale-7420925/,"Leisure farm, Gelang Patah, Gelang Patah",Bungalow | Intermediate  , 6000000,"Leisure farm, Gelang Patah, Leisure farm, Gelang Patah, Johor ", 7200 sq. ft., 21500 ,5+1,7," 27,041 ",Residential,Freehold,-,-,Partly Furnished, Johor
96,/property/seremban/sale-8226765/,Seremban,2-sty Terrace/Link House | Intermediate  , 331740,"SEREMBAN, Negeri Sembilan ", 1946 sq. ft., 22x70 ,4,3," 1,495 ",Residential,Freehold,RM 170.47,-,Unfurnished, Negeri Sembilan
97,/property/seremban/sale-7727937/,"SEREMBAN, PortDickson, Sendayan, Seremban",2-sty Terrace/Link House | Intermediate  , 359000,"SEREMBAN, PortDickson, Sendayan, Negeri Sembilan ", 2047 sq. ft., 20x70 ,4+1,3," 1,618 ",Residential,Freehold,RM 175.37,-,Unfurnished, Negeri Sembilan
98,/property/seremban/sale-7727905/,"TTJ, Seremban",2-sty Terrace/Link House  , 450000,"TTJ, Negeri Sembilan ", 1812 sq. ft., 20'x70' ,4,3," 2,028 ",Residential,Freehold,RM 248.35,-,-, Negeri Sembilan
99,/new-property/property/shah-alam/amverton-greens/new-6059/,Amverton Greens,Apartment  ,0,"Kota Kemuning, Shah Alam, Selangor ", From 953 - 1528 sq. ft., -,3 - 5,2 - 5," 2,244 ",Residential,-,From RM 522 - RM 619,-,-, Selangor
100,/property/bandar-sunway/sale-8426753/,"Subang Jaya, Bandar Sunway",1.5-sty Terrace/Link House | Corner  , 1750000,"Puchong Jaya, Petaling Jaya, USJ, Subang Jaya, Selangor ", 3000 sq. ft., 25x98 ,5,4," 7,887 ",Residential,Leasehold,-,-,Partly Furnished, Selangor
101,/property/country-heights-damansara/sale-6860219/,Country Heights Damansara,Bungalow | Corner  , 8900000,"Persiaran Tecoma, Country Heights Damansara, 60000, Kuala Lumpur ", 8200 sq. ft., 10000 ,6+1,7," 40,111 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
102,/new-property/property/petaling-jaya/121-residences/new-6055/,121 Residences,Serviced Residence  ,0,"Petaling Jaya, Selangor ", From 450 - 750 sq. ft., 3.1 acres ,2 - 3,1 - 2," 1,433 ",Residential,-,Contact for price,-,-, Selangor
103,/property/bangsar/one-menerung/sale-420926/,"One Menerung, Bukit Bandaraya, Bangsar",Condominium | Corner  , 3600000,"Jalan Menerung, Bukit Bandaraya, 59100, Kuala Lumpur ", 3239 sq. ft., -,3+1,5," 16,225 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
104,/property/damansara-damai/armanee/sale-5562932/,"Armanee, Damansara Damai",Condominium  , 498000,"Jalan PJU 10/1C, Damansara Damai, 47830, Selangor ", 1643 sq. ft., -,4+1,4," 2,244 ",Residential,Leasehold,-,-,Partly Furnished, Selangor
105,/property/damansara-damai/armanee/sale-3300907/,"Armanee, Damansara Damai",Condominium  , 460000,"Jalan PJU 10/1C, Damansara Damai, 47830, Selangor ", 1643 sq. ft., -,3+1,3," 2,073 ",Residential,Lease Tenancy,-,-,Partly Furnished, Selangor
106,/new-property/property/damansara-heights/klgcc-resort-senada-residence/new-5454/,KLGCC Resort : Senada Residence,Serviced Residence  ,0,"Bukit Kiara, Damansara Heights, Kuala Lumpur ", From 732 - 958 sq. ft., 4 acres ,1 - 2,1 - 2," 5,421 ",Residential,-,Contact for price,-,-, Kuala Lumpur
107,/property/segambut/scenaria-north-kiara-hills/sale-5339535/,"Scenaria @ North Kiara Hills, Taman Sri Sinar, Segambut",Condominium  , 598000,"Jalan 6/38a, Off Jalan Segambut, Taman Sri Sinar, 51200, Kuala Lumpur ", 1019 sq. ft., -,3,2," 2,695 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
108,/property/segambut/scenaria-north-kiara-hills/sale-5263237/,"Scenaria @ North Kiara Hills, Taman Sri Sinar, Segambut",Condominium | Intermediate  , 580000,"Jalan 6/38a, Off Jalan Segambut, Taman Sri Sinar, 51200, Kuala Lumpur ", 1019 sq. ft., -,3,2," 2,614 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
109,/property/kota-damansara/sale-7852342/,"Jln Nuri, Kota Damansara",2-sty Terrace/Link House | Intermediate  , 659000,"Jln Nuri, Jln Nuri, 47810, Selangor ", 2100 sq. ft., 1400 ,7,4," 2,970 ",Residential,Leasehold,-,-,Partly Furnished, Selangor
110,/new-property/property/kl-city/one-cochrane-residences/new-5821/,One Cochrane Residences,Condominium  ,0,"Jalan Cochrane, KL City, Kuala Lumpur ", From 926 - 1227 sq. ft., 3.66 acres ,1 - 3,2 - 3," 3,966 ",Residential,-,Contact for price,-,-, Kuala Lumpur
111,/property/iskandar-puteri-nusajaya/sale-8162851/,"Nusa Bestari, Nusa Bestari, Nusa Bestari, Iskandar Puteri (Nusajaya)",2-sty Terrace/Link House | Intermediate  , 570000,"Jalan Bestari 13, Nusa Bestari, Nusa Bestari, Nusa Bestari, 81300, Johor ", 2000 sq. ft., 1300 ,4,3," 2,569 ",Residential,Freehold,-,-,Partly Furnished, Johor
112,/property/jalan-klang-lama-old-klang-road/platinum-arena/sale-8081724/,"Platinum Arena, Old Klang Road, Jalan Klang Lama (Old Klang Road)",Condominium  , 426086,"Jalan Klang Lama, Old Klang Road, 58000, Kuala Lumpur ", 908 sq. ft., -,3,2," 1,920 ",Commercial,Leasehold,-,-,Partly Furnished, Kuala Lumpur
113,/property/damansara-jaya/sale-7383061/,"Petaling Jaya, Damansara Jaya",2-sty Terrace/Link House | Intermediate  , 1300000,"Jln SS22/39, Damansara Jaya, Petaling Jaya, 47400, Selangor ", 2100 sq. ft., 22x90 ,3+1,3," 5,859 ",Residential,Freehold,-,-,Partly Furnished, Selangor
114,/property/bukit-jalil/sale-8450131/,Bukit Jalil,3-sty Terrace/Link House | Intermediate  , 880000,Kuala Lumpur , 2800 sq. ft., 1600 ,5,5," 3,966 ",Residential,Leasehold,-,-,Unfurnished, Kuala Lumpur
115,/property/petaling-jaya/ryan-miho/sale-8426314/,"Ryan & Miho, PJS 13, Petaling Jaya",Serviced Residence | Intermediate  , 476077,"Jalan Universiti, PJS 13, 46200, Selangor ", 678 sq. ft., -,2,2," 2,146 ",Residential,Lease Tenancy,-,-,Partly Furnished, Selangor
116,/property/johor-bahru/sale-8450036/,"Skudai, Taman Ungku Tun Aminah, Johor Bahru",Cluster House  , 898000,"SKUDAI, Skudai, Taman Ungku Tun Aminah, 81100, Johor ", -, 32 x 70 ,5,4," 4,047 ",Residential,Freehold,-,-,Unfurnished, Johor
117,/property/petaling-jaya/ryan-miho/sale-8426259/,"Ryan & Miho, PJS 13, Petaling Jaya",Serviced Residence | Intermediate  , 608700,"Jalan Universiti, PJS 13, 46200, Selangor ", 818 sq. ft., -,3,2," 2,743 ",Residential,Lease Tenancy,-,-,Partly Furnished, Selangor
118,/property/permas-jaya/sale-8223459/,"Permas Jaya, Permas Jaya, Permas Jaya, Permas Jaya",2-sty Terrace/Link House | Intermediate  , 560000,"Permas Jaya 15, Permas Jaya, Permas Jaya, Permas Jaya, 81100, Johor ", 1700 sq. ft., 1540 ,4,3," 2,524 ",Residential,Freehold,-,-,Partly Furnished, Johor
119,/property/bandar-utama/pelangi-utama/sale-8307708/,"Pelangi Utama, Bandar Utama",Condominium | Corner  , 499000,"Jalan Masjid, Bandar Utama, 47400, Selangor ", 1137 sq. ft., -,3,2," 2,249 ",Residential,Leasehold,-,-,Partly Furnished, Selangor
120,/property/johor-bahru/sale-8426118/,"Austin Perdana, Johor Bahru",2-sty Terrace/Link House | Intermediate  , 588000,"Austin Perdana Mount Austin, Austin Perdana, 81100, Johor ", 1400 sq. ft., -,4,3," 2,650 ",Industrial,Freehold,-,-,Partly Furnished, Johor
121,/property/johor-bahru/sale-7751626/,"Taman Nusantara Prima, Johor Bahru",Cluster House | Corner  , 600000,"Taman Nusantara Prima, 81100, Johor ", -, 32x70 ,5,4," 2,704 ",-,Freehold,-,-,Unfurnished, Johor
122,/property/sri-petaling/m-oscar/sale-8045634/,"M Oscar, Sri Petaling",Serviced Residence  , 450000,"Jalan 2/149, Sri Petaling, 58200, Kuala Lumpur ", 900 sq. ft., -,3,2," 2,028 ",-,Freehold,-,-,-, Kuala Lumpur
123,/new-property/property/bangsar/the-estate/new-5355/,The Estate,Condominium  ,0,"South Bangsar, Bangsar, Kuala Lumpur ", From 2346 - 7057 sq. ft., -,4 - 5,4 - 6," 8,373 ",Residential,-,Contact for price,-,-, Kuala Lumpur
124,/property/cyberjaya/sale-7060360/,"Garden Residence, Cyberjaya",Bungalow  , 3080000,"Cyber, Cyberjaya, Cyberjaya City Centre, Persiaran Utara, 63000 Selangor., Garden Residence, Selangor ", 7796 sq. ft., 60x90 ,9+1,9," 13,881 ",Residential,Freehold,-,-,-, Selangor
125,/property/horizon-hills/sale-8449906/,"Johor Bahru, Horizon Hills",2-sty Terrace/Link House  , 620000,"Johor Bahru, 81100, Johor ", -, 20x65 ,4,3," 2,794 ",Residential,Freehold,-,-,Partly Furnished, Johor
126,/new-property/property/pasir-gudang/acacia/new-6056/,Acacia,2-sty Terrace/Link House  ,0,"Meridin East, Pasir Gudang, Johor ", From 1838 sq. ft., 22' x 70' ,4,3," 2,244 ",Residential,-,Contact for price,-,-, Johor
127,/property/semenyih/sale-5854816/,"Eco Majestic Tenderfields 32x70, Semenyih",Cluster House | Intermediate  , 780000,"1, Lingkaran Eco Majestic, Eco Majestic, Malaysia, 43500 Semenyih, Selangor", 2396 sq. ft., 32x70 ,4+1,4," 3,515 ",Residential,Freehold,-,-,Unfurnished, Selangor
128,/property/cyberjaya/sale-7000628/,"Cyberjaya City Centre, Cyberjaya",Semi-detached House  , 860000,"Cyber, Cyberjaya, Persiaran Mulia, 63000 Selangor, Cyberjaya City Centre, 63000, Selangor ", 2600 sq. ft., 29x70/22x70 ,4+1,4," 3,876 ",Residential,Freehold,-,-,-, Selangor
129,/property/bukit-jalil/the-rainz/sale-8449855/,"The Rainz, Bukit Jalil",Condominium  , 1080000,"Jalan Jalil Perwira 2, Bukit Jalil, 58200, Kuala Lumpur ", 1930 sq. ft., -,5+1,4," 4,867 ",-,Freehold,-,-,Partly Furnished, Kuala Lumpur
130,/new-property/property/bandar-bukit-raja/bandar-bukit-raja-kyra-2/new-6054/,Bandar Bukit Raja : Kyra 2,2-sty Terrace/Link House  ,0,"Bandar Bukit Raja, Selangor ", From 1710 - 1966 sq. ft., 20' x 75' ,3 - 4,0," 2,875 ",Residential,-,Contact for price,-,-, Selangor
131,/property/jalan-klang-lama-old-klang-road/le-yuan-residence/sale-7638546/,"Le Yuan Residence, Happy Garden, Jalan Klang Lama (Old Klang Road)",Condominium | Intermediate  , 860000,"Jalan Selesaria, Happy Garden, 58200, Kuala Lumpur ", 1663 sq. ft., -,3+1,3," 3,876 ",Residential,Freehold,RM 517,-,Partly Furnished, Kuala Lumpur
132,/property/putrajaya/sale-7003098/,"Feraz Residence @ Putra North, Putrajaya, Putrajaya",Semi-detached House  , 730000,"Persiaran Lakefront, Jalan Lakeside, Putrajaya, Putrajaya City Centre, Precint. , Feraz Residence @ Putra North, Putrajaya, Putrajaya ", 3000 sq. ft., 29x70/22x70 ,6+1,5," 3,290 ",Residential,Freehold,-,-,-, Putrajaya
133,/property/kampung-kerinchi-bangsar-south/the-park-residences-1/sale-5487084/,"The Park Residences 1, Bangsar South, Kampung Kerinchi (Bangsar South)",Condominium | Corner  , 1750000,"Jalan 112h, Bangsar South, 59100, Kuala Lumpur ", 2095 sq. ft., -,4,3," 7,887 ",Residential,Leasehold,RM 836,-,Fully Furnished, Kuala Lumpur
134,/new-property/property/wangsa-maju/m-adora/new-6049/,M Adora,Condominium  ,0,"Jalan Wangsa Melawati 1, Wangsa Maju, Kuala Lumpur ", From 850 - 1200 sq. ft., 4.5 acres ,3 - 4,2 - 3," 2,109 ",Residential,-,Contact for price,-,-, Kuala Lumpur
135,/property/ara-damansara/aragreens/sale-7009710/,"Aragreens, Ara Damansara",Condominium | Duplex  , 1890000,"Jalan Pju 1A/3, Ara Damansara, 47301, Selangor ", 3136 sq. ft., -,5+1,4," 8,518 ",-,Freehold,-,-,Partly Furnished, Selangor
136,/property/cyberjaya/sale-7116371/,"Laurel Residence @ Lamanview, Cyberjaya",2-sty Terrace/Link House  , 650000,"Cyberjaya, Cyber 9, Pinggiran Cyber, Cyberjaya City Centre, Selangor, Laurel Residence @ Lamanview, 63000, Selangor ", 2400 sq. ft., 22x70/26x70/22x85 ,4,4," 2,929 ",Residential,Freehold,-,-,-, Selangor
137,/property/segambut/united-point/sale-8240654/,"United Point, Segambut",Serviced Residence  , 500000,"Jalan Lang Emas, Tmn Sri Sinar, Segambut, Segambut, 52100, Kuala Lumpur ", 829 sq. ft., -,3+1,2," 2,253 ",Residential,Freehold,RM 600,-,Partly Furnished, Kuala Lumpur
138,/property/jalan-klang-lama-old-klang-road/le-yuan-residence/sale-3415081/,"Le Yuan Residence, Happy Garden, Jalan Klang Lama (Old Klang Road)",Condominium | Intermediate  , 699000,"Jalan Selesaria, Happy Garden, 58200, Kuala Lumpur ", 1400 sq. ft., -,3,2," 3,150 ",Residential,Freehold,RM 499,-,Partly Furnished, Kuala Lumpur
139,/property/kulai/sale-8314953/,"Bandar Putra Kulai, Kulai",1-sty Terrace/Link House | Intermediate  , 389000,"Bandar Putra Kulai, 81000, Johor ", -, 1540 ,4,2," 1,753 ",Residential,Freehold,-,-,-, Johor
140,/property/bandar-kinrara/sale-7828161/,"BK6B, Bandar Kinrara",Semi-detached House | Intermediate  , 1900000,"BK6B, 47180, Selangor ", -, 40x90,4+1,4," 8,563 ",-,-,-,-,-, Selangor
141,/property/johor-bahru/epic-residence/sale-8294398/,"Epic Residence, Taman Suria Muafakat, Johor Bahru",Apartment | Corner  , 380000,"Jalan Suria Muafakat Utama, Taman Suria Muafakat, 81200, Johor ", 1066 sq. ft., -,3,2," 1,713 ",Residential,Leasehold,-,-,Unfurnished, Johor
142,/property/jalan-klang-lama-old-klang-road/le-yuan-residence/sale-7306319/,"Le Yuan Residence, Happy Garden, Jalan Klang Lama (Old Klang Road)",Condominium | Intermediate  , 780000,"Jalan Selesaria, Happy Garden, 58200, Kuala Lumpur ", 1406 sq. ft., -,3+1,4," 3,515 ",Residential,Freehold,RM 542,-,Partly Furnished, Kuala Lumpur
143,/property/horizon-hills/sale-8478140/,"Taman Nusa Duta, Horizon Hills",Semi-detached House | Intermediate  , 2100000,"Bukit Indah, East Ledang, Ledang Heights, Nusa Idaman, Sunday ISKANDAR, ISKANDAR puteri, Taman Nusa Duta, 79100, Johor ", 3774 sq. ft., 4000 ,5+1,5," 9,464 ",Residential,Freehold,-,-,Partly Furnished, Johor
144,/property/jalan-klang-lama-old-klang-road/le-yuan-residence/sale-4635175/,"Le Yuan Residence, Happy Garden, Jalan Klang Lama (Old Klang Road)",Condominium | Corner  , 660000,"Jalan Selesaria, Happy Garden, 58200, Kuala Lumpur ", 1164 sq. ft., -,3+1,4," 2,975 ",Residential,Freehold,RM 567,-,Partly Furnished, Kuala Lumpur
145,/property/johor-bahru/bora-residences/sale-8249742/,"Bora Residences, Johor Bahru",Condominium  , 430000,"Off Jalan Skudai, Danga Bay, Johor Bahru, Johor, Johor Bahru, Johor ", 694 sq. ft., -,1,1," 1,938 ",Commercial,-,-,-,Partly Furnished, Johor
146,/property/wangsa-maju/quinn-residence/sale-8351663/,"Quinn Residence, Taman Wangsa Maju, Wangsa Maju",Condominium  , 444800,"Jalan Wangsa Perdana 1, Taman Wangsa Maju, 53300, Kuala Lumpur ", 800 sq. ft., -,3+2,2," 2,005 ",-,Leasehold,-,-,-, Kuala Lumpur
147,/new-property/property/kepong/m-luna/new-6036/,M Luna,Apartment  ,0,"KL North, Kepong, Kuala Lumpur ", From 700 - 1000 sq. ft., 5.47 acres ,2 - 4,2," 1,735 ",Residential,-,Contact for price,-,-, Kuala Lumpur
148,/property/kepong/lake-city/sale-8182243/,"Lake City, Taman Wahyu, Kepong",Serviced Residence  , 550000,"Taman Wahyu, Taman Wahyu, 51200, Kuala Lumpur ", -, 567sq.ft-1687sq.ft ,3,2," 2,479 ",Residential,Leasehold,RM 640,-,Partly Furnished, Kuala Lumpur
149,/property/johor-bahru/sri-impian-apartment/sale-8478156/,"Sri Impian Apartment, Taman Dato Onn Jaffar, Johor Bahru",Apartment | Intermediate  , 245000,"Jalan Larkin Perdana 1, Taman Dato Onn Jaffar, 80350, Johor ", 906 sq. ft., -,3,2," 1,104 ",Residential,Leasehold,-,-,Fully Furnished, Johor
150,/new-property/property/seremban/cadena-terraces-ara-sendayan/new-5678/,Cadena Terraces @ Ara Sendayan,2-sty Terrace/Link House  ,0,"Ara Sendayan, Seremban, Negeri Sembilan ", From 2435 sq. ft., 22' x 75' ,4,4," 2,789 ",Residential,-,Contact for price,-,-, Negeri Sembilan
151,/property/puchong/sale-8061747/,"Abadi Height, Puchong",2.5-sty Terrace/Link House | Corner  , 880000,"Jalan Abadi 1, Abadi Height, 47130, Selangor ", 2500 sq. ft., 3143 ,5,5," 3,966 ",Residential,Leasehold,-,-,Partly Furnished, Selangor
152,/property/bayan-lepas/elit-heights-bayan-city/sale-8430936/,"Elit Heights @ Bayan City, Bayan Baru, Bayan Lepas",Condominium | Corner  , 770000,"Jalan Mayang Pasir 2, Bayan Baru, 11900, Penang ", 1736 sq. ft., -,4+1,2," 3,470 ",Commercial,Freehold,RM 443,-,Unfurnished, Penang
153,/property/ara-damansara/the-potpourri/sale-5801973/,"The Potpourri, Ara Damansara",Condominium  , 910000,"Jalan Pju 1A/4, Ara Damansara, 47301, Selangor ", 1266 sq. ft., -,2+1,2," 4,101 ",Unknown,Unknown,-,-,Partly Furnished, Selangor
154,/new-property/property/seremban/damaris-ara-sendayan/new-6044/,Damaris @ Ara Sendayan,2-sty Terrace/Link House  ,0,"Ara Sendayan, Seremban, Negeri Sembilan ", From 2599 - 3299 sq. ft., -,4,4," 2,956 ",Residential,-,From RM 252,-,-, Negeri Sembilan
155,/property/subang-jaya/isola/sale-4759643/,"Isola, Subang Jaya",Serviced Residence | Intermediate  , 1218888,"Jalan SS 16/1, Subang Jaya, 47500, Selangor ", 1389 sq. ft., -,3,3," 5,493 ",Residential,Freehold,-,-,Partly Furnished, Selangor
156,/property/horizon-hills/sale-8478027/,"Taman Nusa Duta, Horizon Hills",Semi-detached House | Corner  , 1180000,"Taman Nusa Duta, Taman Bukit Indah, Horizon Hills, East Ledang, Ledang Height, Eco Botanic,
, Taman Nusa Duta, 79100, Johor ", 3018 sq. ft., 3888 ,6,4," 5,318 ",Residential,Freehold,-,-,Fully Furnished, Johor
157,/property/bangsar/sale-7827400/,"BUKIT BANDARAYA, Bangsar",Bungalow | Intermediate  , 4200000,"BANGSAR, BUKIT BANDARAYA, Kuala Lumpur ", 4200 sq. ft., 6640 ,6+1,4," 18,929 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
158,/new-property/property/seremban/hijayu-aman-melia-ii/new-6031/,Hijayu Aman (Melia II),2-sty Terrace/Link House  ,0,"Bandar Sri Sendayan, Seremban, Negeri Sembilan ", From 2350 - 2873 sq. ft., 45 acres ,0,0," 2,812 ",Residential,-,Contact for price,-,-, Negeri Sembilan
159,/property/jalan-klang-lama-old-klang-road/petalz-residences/sale-8271648/,"Petalz Residences, Jalan Klang Lama (Old Klang Road)",Condominium  , 610000,"Jalan Klang Lama, Jalan Klang Lama (Old Klang Road), 58200, Kuala Lumpur ", 935 sq. ft., -,3+1,3," 2,749 ",Industrial,Freehold,-,-,Partly Furnished, Kuala Lumpur
160,/property/tanjong-tokong/the-tamarind/sale-8493699/,"The Tamarind, Seri Tanjung Pinang, Tanjong Tokong",Serviced Residence  , 940000,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, 11200, Penang ", 1047 sq. ft., -,3,2," 4,236 ",-,Freehold,-,-,Unfurnished, Penang
161,/property/tanjong-tokong/the-tamarind/sale-8493683/,"The Tamarind, Seri Tanjung Pinang, Tanjong Tokong",Serviced Residence  , 780000,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, 11200, Penang ", 1047 sq. ft., -,3,2," 3,515 ",-,Freehold,-,-,Unfurnished, Penang
162,/property/bukit-jalil/the-tropika/sale-8330486/,"The Tropika, Bukit Jalil",Serviced Residence | Corner  , 575000,"Jalan Jalil Perkasa 1, Bukit Jalil, 57000, Kuala Lumpur ", 900 sq. ft., -,3,2," 2,591 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
163,/property/masai/sale-8396896/,"Bandar Meridin East, Masai",2-sty Terrace/Link House  , 448200,"Bandar Meridin East, 81700, Johor ", 1838 sq. ft., 1540 ,4,3," 2,020 ",Residential,Freehold,RM 271,-,Unfurnished, Johor
164,/property/gelang-patah/starview-bay-forest-city/sale-8384017/,"Starview Bay @ Forest City, Gelang Patah",Apartment  , 477000,"Jalan Forest City, Gelang Patah, 81550, Johor ", 571 sq. ft., -,1+1,1," 2,150 ",Residential,Freehold,-,-,Partly Furnished, Johor
165,/property/skudai/sale-7927674/,"Taman Universiti, Skudai",1-sty Terrace/Link House  , 238000,"Taman Universiti, Johor ", 1040 sq. ft., 1040 ,2,2," 1,073 ",-,-,-,-,-, Johor
166,/property/jalan-klang-lama-old-klang-road/waltz-residences/sale-8240629/,"Waltz Residences, Taman Yarl, Jalan Klang Lama (Old Klang Road)",Condominium | Corner  , 1100000,"Jalan Awan Besar, Taman Yarl, 58200, Kuala Lumpur ", 1691 sq. ft., -,3+1,4," 4,958 ",Residential,Freehold,RM 650,-,Fully Furnished, Kuala Lumpur
167,/property/jalan-klang-lama-old-klang-road/waltz-residences/sale-8048228/,"Waltz Residences, Taman Yarl, Jalan Klang Lama (Old Klang Road)",Condominium  , 812000,"Jalan Awan Besar, Taman Yarl, 58200, Kuala Lumpur ", 1088 sq. ft., -,3+1,3," 3,660 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
168,/property/puchong/sale-7636883/,Puchong,Semi-detached House | EndLot  , 1845000,Selangor , 4600 sq. ft., 4200 ,6+1,8," 8,315 ",Residential,-,-,-,Partly Furnished, Selangor
169,/property/skudai/sale-8262030/,"Villa Hijauan, Selasa Jaya, Skudai, Skudai",2-sty Terrace/Link House | Penthouse  , 295000,"Villa Hijauan, Selasa Jaya, Skudai, Johor ", 1173 sq. ft., -,3,2," 1,330 ",Residential,Freehold,-,-,Fully Furnished, Johor
170,/property/sentul/m-arisa/sale-8392074/,"M Arisa, Sentul Pasa, Sentul",Serviced Residence  , 299000,"Jalan Sentul Pasar, Sentul Pasa, 51000, Kuala Lumpur ", 1025 sq. ft., -,4,2," 1,348 ",-,Freehold,-,-,Partly Furnished, Kuala Lumpur
171,/new-property/property/seremban/bandar-ainsdale-embun/new-6045/,Bandar Ainsdale : Embun,2-sty Terrace/Link House  ,0,"Bandar Ainsdale, Seremban, Negeri Sembilan ", From 1816 - 2097 sq. ft., -,1 - 4,1 - 3," 2,182 ",Residential,-,Contact for price,-,-, Negeri Sembilan
172,/property/jalan-ipoh/the-birch/sale-7919488/,"The Birch, Jalan Ipoh",Serviced Residence  , 348000,"Jalan Kasipillay, Jalan Ipoh, 51200, Kuala Lumpur ", 983 sq. ft., -,3,2," 1,568 ",-,Freehold,-,-,Partly Furnished, Kuala Lumpur
173,/property/kl-city/suasana-bukit-ceylon-raja-chulan-residences/sale-6487893/,"Suasana Bukit Ceylon / Raja Chulan Residences, Bukit Ceylon, KL City",Serviced Residence  , 1100000,"Persiaran Raja Chulan, Bukit Ceylon, 55100, Kuala Lumpur ", 1281 sq. ft., -,3,2," 4,958 ",-,Freehold,RM 858,-,Fully Furnished, Kuala Lumpur
